1	4	7125	650	150	100
2	4	2275	600	150	100
3	11	3275	625	50	50
4	11	3325	625	50	50
5	11	3375	625	50	50
6	4	7475	600	150	100
7	4	8125	600	150	100
8	4	1375	550	150	100
9	11	3275	575	50	50
10	11	3325	575	50	50
11	11	3375	575	50	50
12	4	3775	550	150	100
13	4	4675	550	150	100
14	4	7975	550	150	100
15	11	3675	525	50	50
16	11	3725	525	50	50
17	11	3775	525	50	50
18	11	3825	525	50	50
19	11	3875	525	50	50
20	4	2125	450	150	100
21	11	2175	475	50	50
22	4	2525	450	150	100
23	11	3675	475	50	50
24	11	3725	475	50	50
25	11	3775	475	50	50
26	11	3825	475	50	50
27	11	3875	475	50	50
28	4	4225	450	150	100
29	4	5075	450	150	100
30	4	5375	450	150	100
31	4	5925	450	150	100
32	4	6925	450	150	100
33	4	2925	400	150	100
34	7	3275	425	50	50
35	7	3325	425	50	50
36	7	3375	425	50	50
37	4	6725	400	150	100
38	4	525	350	150	100
39	7	7375	375	50	50
40	7	7425	375	50	50
41	10	7475	375	50	50
42	7	7525	375	50	50
43	7	7575	375	50	50
44	9	7625	375	50	50
45	4	325	300	150	100
46	4	1075	300	150	100
47	7	1275	325	50	50
48	7	1325	325	50	50
49	8	1375	325	50	50
50	9	1425	325	50	50
51	4	1825	300	150	100
52	7	2025	325	50	50
53	9	2075	325	50	50
54	7	2125	325	50	50
55	10	2175	325	50	50
56	7	2225	325	50	50
57	9	2275	325	50	50
58	7	2325	325	50	50
59	10	2375	325	50	50
60	7	3675	325	50	50
61	7	3725	325	50	50
62	9	3775	325	50	50
63	7	3825	325	50	50
64	7	3875	325	50	50
65	4	675	250	150	100
66	14	7025	275	50	50
67	5	900	175	100	150
68	12	1650	175	100	150
69	13	3500	175	100	150
70	16	5850	175	100	150
71	18	6400	234	200	32
72	14	6975	225	50	50
73	14	7025	225	50	50
74	17	6175	150	50	100
75	14	6925	175	50	50
76	14	6975	175	50	50
77	14	7025	175	50	50
78	14	7075	175	50	50
79	6	150	125	100	50
80	6	750	125	100	50
81	19	1425	125	50	50
82	6	1900	125	100	50
83	19	2125	125	50	50
84	14	2425	125	50	50
85	6	3600	125	100	50
86	20	3825	125	50	50
87	14	4075	125	50	50
88	6	4400	125	100	50
89	15	4825	125	50	50
90	6	4900	125	100	50
91	6	6050	125	100	50
92	6	6700	125	100	50
93	14	6875	125	50	50
94	14	6925	125	50	50
95	14	6975	125	50	50
96	14	7025	125	50	50
97	14	7075	125	50	50
98	14	7125	125	50	50
99	14	7175	125	50	50
100	6	7900	125	100	50
101	1	25	75	50	50
102	2	75	75	50	50
103	2	125	75	50	50
104	2	175	75	50	50
105	2	225	75	50	50
106	2	275	75	50	50
107	2	325	75	50	50
108	2	375	75	50	50
109	2	425	75	50	50
110	2	475	75	50	50
111	2	525	75	50	50
112	2	575	75	50	50
113	2	625	75	50	50
114	2	675	75	50	50
115	2	725	75	50	50
116	2	775	75	50	50
117	2	825	75	50	50
118	2	875	75	50	50
119	2	925	75	50	50
120	2	975	75	50	50
121	2	1025	75	50	50
122	2	1075	75	50	50
123	2	1125	75	50	50
124	2	1175	75	50	50
125	2	1225	75	50	50
126	2	1275	75	50	50
127	2	1325	75	50	50
128	2	1375	75	50	50
129	2	1425	75	50	50
130	2	1475	75	50	50
131	2	1525	75	50	50
132	2	1575	75	50	50
133	2	1625	75	50	50
134	2	1675	75	50	50
135	2	1725	75	50	50
136	2	1775	75	50	50
137	2	1825	75	50	50
138	2	1875	75	50	50
139	2	1925	75	50	50
140	2	1975	75	50	50
141	2	2025	75	50	50
142	2	2075	75	50	50
143	2	2125	75	50	50
144	2	2175	75	50	50
145	2	2225	75	50	50
146	2	2275	75	50	50
147	2	2325	75	50	50
148	2	2375	75	50	50
149	3	2425	75	50	50
150	1	2775	75	50	50
151	2	2825	75	50	50
152	2	2875	75	50	50
153	2	2925	75	50	50
154	2	2975	75	50	50
155	2	3025	75	50	50
156	2	3075	75	50	50
157	2	3125	75	50	50
158	2	3175	75	50	50
159	2	3225	75	50	50
160	2	3275	75	50	50
161	2	3325	75	50	50
162	2	3375	75	50	50
163	2	3425	75	50	50
164	2	3475	75	50	50
165	2	3525	75	50	50
166	2	3575	75	50	50
167	2	3625	75	50	50
168	2	3675	75	50	50
169	2	3725	75	50	50
170	2	3775	75	50	50
171	2	3825	75	50	50
172	2	3875	75	50	50
173	2	3925	75	50	50
174	2	3975	75	50	50
175	2	4025	75	50	50
176	3	4075	75	50	50
177	1	4375	75	50	50
178	2	4425	75	50	50
179	2	4475	75	50	50
180	2	4525	75	50	50
181	2	4575	75	50	50
182	2	4625	75	50	50
183	2	4675	75	50	50
184	2	4725	75	50	50
185	2	4775	75	50	50
186	2	4825	75	50	50
187	2	4875	75	50	50
188	2	4925	75	50	50
189	2	4975	75	50	50
190	2	5025	75	50	50
191	2	5075	75	50	50
192	2	5125	75	50	50
193	3	5175	75	50	50
194	1	5575	75	50	50
195	2	5625	75	50	50
196	2	5675	75	50	50
197	2	5725	75	50	50
198	2	5775	75	50	50
199	2	5825	75	50	50
200	2	5875	75	50	50
201	2	5925	75	50	50
202	2	5975	75	50	50
203	2	6025	75	50	50
204	2	6075	75	50	50
205	2	6125	75	50	50
206	2	6175	75	50	50
207	3	6225	75	50	50
208	1	6625	75	50	50
209	2	6675	75	50	50
210	2	6725	75	50	50
211	2	6775	75	50	50
212	2	6825	75	50	50
213	2	6875	75	50	50
214	2	6925	75	50	50
215	2	6975	75	50	50
216	2	7025	75	50	50
217	2	7075	75	50	50
218	2	7125	75	50	50
219	2	7175	75	50	50
220	2	7225	75	50	50
221	2	7275	75	50	50
222	2	7325	75	50	50
223	2	7375	75	50	50
224	2	7425	75	50	50
225	2	7475	75	50	50
226	2	7525	75	50	50
227	2	7575	75	50	50
228	2	7625	75	50	50
229	2	7675	75	50	50
230	2	7725	75	50	50
231	2	7775	75	50	50
232	2	7825	75	50	50
233	2	7875	75	50	50
234	2	7925	75	50	50
235	2	7975	75	50	50
236	2	8025	75	50	50
237	2	8075	75	50	50
238	2	8125	75	50	50
239	2	8175	75	50	50
240	2	8225	75	50	50
241	3	8275	75	50	50
