1	14	175	650	150	100
2	14	975	650	150	100
3	14	3875	650	150	100
4	14	4225	650	150	100
5	14	5475	650	150	100
6	14	8675	650	150	100
7	14	9125	600	150	100
8	14	2075	550	150	100
9	26	3375	575	50	50
10	26	3425	575	50	50
11	14	5825	550	150	100
12	14	8025	550	150	100
13	14	10125	550	150	100
14	14	3025	500	150	100
15	14	9975	500	150	100
16	14	10275	500	150	100
17	14	125	450	150	100
18	22	550	484	200	32
19	14	1125	450	150	100
20	14	4875	450	150	100
21	14	9325	450	150	100
22	14	4175	400	150	100
23	21	10150	250	300	400
24	7	2575	375	50	50
25	7	3375	375	50	50
26	7	3425	375	50	50
27	22	5450	384	200	32
28	7	6625	375	50	50
29	23	2150	334	200	32
30	7	2575	325	50	50
31	23	5800	334	200	32
32	7	6425	325	50	50
33	7	6475	325	50	50
34	7	6625	325	50	50
35	7	2575	275	50	50
36	10	2825	275	50	50
37	28	2875	275	50	50
38	10	2925	275	50	50
39	28	2975	275	50	50
40	10	3025	275	50	50
41	28	3075	275	50	50
42	29	3125	275	50	50
43	7	3925	275	50	50
44	7	6625	275	50	50
45	7	8875	275	50	50
46	7	2575	225	50	50
47	7	3925	225	50	50
48	7	6625	225	50	50
49	7	8725	225	50	50
50	22	550	184	200	32
51	7	1675	175	50	50
52	7	2575	175	50	50
53	7	3925	175	50	50
54	15	4400	125	100	150
55	7	4675	175	50	50
56	18	6250	125	100	150
57	7	6625	175	50	50
58	24	7000	184	200	32
59	25	7750	184	200	32
60	15	8300	125	100	150
61	7	9025	175	50	50
62	7	9075	175	50	50
63	20	9550	125	100	150
64	7	325	125	50	50
65	7	875	125	50	50
66	7	1675	125	50	50
67	7	2475	125	50	50
68	7	2575	125	50	50
69	7	3875	125	50	50
70	7	3925	125	50	50
71	7	4675	125	50	50
72	22	5450	134	200	32
73	7	6625	125	50	50
74	7	8575	125	50	50
75	7	25	75	50	50
76	7	275	75	50	50
77	7	325	75	50	50
78	7	875	75	50	50
79	7	925	75	50	50
80	33	1125	75	50	50
81	7	1325	75	50	50
